confintID,intyear,endint,locationid1,conflictID,external_nameid,actorID,support,country1,external_name,rebel,direct,directdate,directyear,directsource,directtext,directnote,proxy,proxydate,proxyyear,proxysource,proxytext,proxynote,indirect,indirectdate,indirectyear,indirectsource,indirecttext,indirectnote,covert,covertdate,covertyear,covertsource,coverttext,covertnote,threat,threatdate,threatyear,threatsource,threattext,threatnote,ambiguous,ambiguousdate,ambiguousyear,ambiguoussource,ambiguoustext,ambiguousnote,startdate,startdate2,ependdate,starty,startm,startd,st2y,st2m,st2d,endy,endm,endd,related,coder,alleged
205,1976,1979,540,131,220,1421,2,Angola,France,UNITA,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-11-11,1975-11-11,,1975,11,11,1975,11,11,,,,,hil,0
206,1993,2001,540,131,461,1421,2,Angola,Togo,UNITA,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-11-11,1975-11-11,,1975,11,11,1975,11,11,,,,,hil,0
207,1993,1995,540,131,484,1421,1,Angola,Congo,UNITA,1,1997,1997,MID #4246 (GSS),"""In early October, Angolan troops turned the tide in a four-month civil war in Congo Brazzaville by joining the rebels led by former President Sassou-Nguesso, who sought to overthrowhisrival,currentPresidentPascalLissouba.""","Two years after Congo support ended, but these are fairly closely related",1,1997,1997,UCDP #1876; MID #4246,,Angola supported the Cobras against the sitting government in Congo,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-11-11,1975-11-11,,1975,11,11,1975,11,11,,,,401,hil,0
208,1975,1979,540,131,490,1420,3,Angola,Democratic Republic of Congo,FNLA,0,0,,,,,1,1977,1977,UCDP #1966-7; MID #2150 (GSS),,"Supported FLNC, which invaded Zaire two times",0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-11-11,1975-11-11,,1975,11,11,1975,11,11,,,,,hil,0
209,1975,1995,540,131,490,1421,2,Angola,Democratic Republic of Congo,UNITA,1,1997,1997,MID #4244 (GSS),"""As Laurent Kabila’s ADFL forces approached Kinshasa, Angola, one of Kabila’s most fervent supporters, began to send in their own troops to aid Kabila as well as secure the Angolan possession of Cabinda, separated from the rest of Angola by Zaire. Many of the forces arriving from Angola were thousands of second-generation Zairian rebels who fled toAngolaafterunsuccessfuleffortsatsecedingKatanga.""",Angola sends troops to aid Kabila's ADFL against the Zaire government,1,1977; 1997,1977,UCDP #1966-7; MID #2150 (GSS); UCDP #6134,,"Supported FLNC, which invaded Zaire two times; Supported AFDL during the First Congo War against Zaire in 1997",0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-11-11,1975-11-11,,1975,11,11,1975,11,11,,,,89,hil,0
210,1975,1975,540,131,560,1420,3,Angola,South Africa,FNLA,0,0,,,,,1,1976; 05/03/1978,1976,"UCDP #5169- (SWAPO); Minter, p. 30 (SWAPO); Westad, p. 243 (ANC); ICB #291",,"In 1976, Angola helped SWAPO set up offices in their territory, and in the same year ANC training camps moved to Angola. One of the most notable proxy attacks happened in 1978 when SWAPO attacked a power station in Namibia",0,0,,,,,0,0,,,,,1,1975,1975,MID #1441 (GSS),,Undated MID says both Angola and South Africa threatened to invade each other for external rebel support. Threat year coded as first year of intervention,0,0,,,,,1975-11-11,1975-11-11,,1975,11,11,1975,11,11,,,,,hil,0
211,1975,1988,540,131,560,1421,3,Angola,South Africa,UNITA,0,0,,,,,1,1976; 05/03/1978,1976,"UCDP # 5169- (SWAPO); UCDP #5099 (ANC); Minter, p. 30 (SWAPO); Westad, p. 243 (ANC); ICB #291",,"In 1976, Angola helped SWAPO set up offices in their territory, and in the same year ANC training camps moved to Angola. One of the most notable proxy attacks happened in 1978 when SWAPO attacked a power station in Namibia",0,0,,,,,0,0,,,,,1,1975,1975,MID #1441 (GSS),,Undated MID says both Angola and South Africa threatened to invade each other for external rebel support. Threat year coded as first year of intervention,0,0,,,,,1975-11-11,1975-11-11,,1975,11,11,1975,11,11,,,,347,hil,0
212,1977,1999,540,131,600,1421,2,Angola,Morocco,UNITA,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-11-11,1975-11-11,,1975,11,11,1975,11,11,,,,,hil,0
213,1978,1978,540,131,630,1421,2,Angola,Iran,UNITA,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-11-11,1975-11-11,,1975,11,11,1975,11,11,,,,,hil,0
214,1978,1978,540,131,670,1421,2,Angola,Saudi Arabia,UNITA,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-11-11,1975-11-11,,1975,11,11,1975,11,11,,,,,hil,0
215,1975,1975,540,131,710,1420,2,Angola,China,FNLA,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-11-11,1975-11-11,,1975,11,11,1975,11,11,,,,,hil,0
216,1975,1975,540,131,710,1421,2,Angola,China,UNITA,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-11-11,1975-11-11,,1975,11,11,1975,11,11,,,,,hil,0
217,1975,1975,540,131,731,1420,2,Angola,North Korea,FNLA,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-11-11,1975-11-11,,1975,11,11,1975,11,11,,,,,hil,0
218,1975,1975,540,131,731,1421,2,Angola,North Korea,UNITA,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-11-11,1975-11-11,,1975,11,11,1975,11,11,,,,,hil,0
219,1976,1976,530,133,40,1345,2,Ethiopia,Cuba,WSLF,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1964-01-11,1964-01-11,1964-12-31,1964,1,11,1964,1,11,1964,12,31,,ec,0
220,1976,1976,530,133,365,1345,2,Ethiopia,Russia,WSLF,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1964-01-11,1964-01-11,1964-12-31,1964,1,11,1964,1,11,1964,12,31,,ec,0
221,1976,1983,530,133,520,1345,3,Ethiopia,Somalia,WSLF,1,"March 31, 1978",1978,MID 2070,"On March 31, 1978, Ethiopian planes raided two Somali border villages in retaliation for Somali aid to Ethiopian rebels in Ogaden.",discrepancy of years---- civil war starts and ends in 64 but intervention takes place in 76,1,12/20/1984,1984,MID 2074,"On December 20, 1984, Ethiopian troops attacked Somali forces on the Somali-Ethiopia border in Awdal in northwest Somali, but were repulsed. . .The Ethiopians were fighting alongside DFSS [same as SSDF] Somali rebels.",Falls outside of given intervention period but definitely related,0,0,,,,,0,0,,,,,1,7/30/1977,1977,"Ottaway, David B. “Ethiopia-Somalia Conflict a Potential Confrontation.” The Washington Post. WP Company, July 30, 1977.","Ethiopia is already trying to transport regular army units plus elements of its new 100,000-man ""peasant army"" to the Ogaden, according to diplomatic and press reports.",,0,0,,,,,1964-01-11,1964-01-11,1964-12-31,1964,1,11,1964,1,11,1964,12,31,,ec,0
222,1999,2009,530,133,531,1346,2,Ethiopia,Eritrea,ANC,0,0,,,,"Cannot directly establish if Ethiopian attacks were response to rebel support because intervention began in the middle of 1998-2000 Eritrea-Ethiopia war -- see 11.2 notes. Also, primary souce (Eritrean foreign minister) claims attack was in response to an Ethiopian-fabricated claim of Eritrean attack that had taken place in AdiGrat on 5 February.",0,0,,,,Cannot find evidence of any single EIJM attack after Ethiopia supplied weapons to the EJIM,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1964-01-11,1964-01-11,1964-12-31,1964,1,11,1964,1,11,1964,12,31,201,ec,0
223,1993,1996,530,133,625,1394,2,Ethiopia,Sudan,Al-Itahad al-Islami,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1964-01-11,1964-01-11,1964-12-31,1964,1,11,1964,1,11,1964,12,31,150,ec,0
224,1976,1976,530,133,731,1345,2,Ethiopia,North Korea,WSLF,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1964-01-11,1964-01-11,1964-12-31,1964,1,11,1964,1,11,1964,12,31,,ec,0
225,1976,1976,600,135,40,1417,2,Morocco,Cuba,Polisario,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-09-01,1975-11-04,,1975,9,1,1975,11,4,,,,,hil,0
226,1975,1989,600,135,615,1417,3,Morocco,Algeria,Polisario,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1,12/18/1978; 6/15/1984,1978,"""Moroccan plane dropped arms, Algeria says,"" Globe and Mail, 12/18/1978; MID #3044; ""Algeria Says 60 Moroccan Troops Were Intercepted After Crossing Border,"" Washington Post, 6/16/1984","""Algeria is claiming that a Moroccan plane dropped arms and ammunition off its coast last Sunday and has accused Morocco of a serious violation of its national security.""; ""Algeria announced that its troops intercepted a 60-man Moroccan contingent inside Algerian territory yesterday and killed two Moroccan soldiers, wounding two and capturing 31 in the fight that ensued, The Associated Press reported.""","Weird incident where Morocco allegedly dropped arms off the Algerian coast, ostensibly for Algerian rebels to destabilize the country.; Ambiguous because it's unclear whether Moroccan troops crossed the border intentionally or not, and Moroccan-Algerian relations were improving at the time. Also, unclear if any were killed.",1975-09-01,1975-11-04,,1975,9,1,1975,11,4,,,,,"jm, hil",0
227,1976,1989,600,135,620,1417,2,Morocco,Libya,Polisario,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-09-01,1975-11-04,,1975,9,1,1975,11,4,,,,,"jm, hil",0
228,1976,1976,600,135,816,1417,2,Morocco,Vietnam,Polisario,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-09-01,1975-11-04,,1975,9,1,1975,11,4,,,,,hil,0
229,1990,1991,541,136,501,1347,2,Mozambique,Kenya,Renamo,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1977-12-31,1977-12-31,,1977,12,31,1977,12,31,,,,,"ts, ms",0
230,1977,1980,541,136,552,1347,2,Mozambique,Zimbabwe,Renamo,0,0,,,,,1,1977,1977,"UCDP, 6155","""Access to Territory for PF""","Yes, PF attacks Zimbabwe: ""Zanla guerrillas of the ZANU component of the Patriotic Front attacked a major tourist centre in [the] Fort Victoria region of rebel Rhodesia yesterday (17th May), causing extensive damage to a major [word indistinct] complex and other buildings"" -- (May 21, 1979, Monday). Rhodesia: In Brief; Zanla and Zipra military claims. BBC Summary of World Broadcasts. ",0,0,,,,,0,0,,,,,0,0,,,,,1,07/10/1980,1980,"(July 10, 1980, Thursday, PM cycle). Mozambique Forces Report Capture of Mountain Rebel Base, Hundreds Dead. The Associated Press.","""Mozambican forces have attacked and occupied the main camp of a rebel group, killing 272 rebels and capturing more than 300 in mountains near the border with Zimbabwe, the army said today.""","not in external territory, but near the border",1977-12-31,1977-12-31,,1977,12,31,1977,12,31,,,,,"ts, ms",0
232,1980,1988,541,136,560,1347,2,Mozambique,South Africa,Renamo,0,0,,,,,1,1981; 6/7/1982; 12/11/1986,1981,"UCDP #5102-; ""Black Nationalists Claim Bombings in South Africa,"" Associated Press, 6/7/1982; ""Tanzania Pledges Support for Mozambique War Against MNR,"" Inter Press Service, 12/11/1986","""The Mozambican president pledged continued support for the African National Congress, one of South Africa's main liberation movements, and Namibia's liberation movement, the South West Africa People's Organization.""",,0,0,,,,,0,0,,,,,0,0,,,,,1,4/20/1983,1983,"""SOUTH AFRICA JETS RAID MOZAMBIQUE IN REPLY TO REBELS."" The New York Times. (May 24, 1983 , Tuesday, Late City Final Edition ): 1077 words. LexisNexis Academic. Web. Date Accessed: 2017/10/05.","""On Sunday, Rapport, an Afrikaans newspaper, asserted that two unidentified white members of the African National Congress who infiltrated the country from Botswana had been responsible for activating the Pretoria bomb.""","Although most likely carried out by the ANC, it is not entirely clear who was behind the car bombing.",1977-12-31,1977-12-31,,1977,12,31,1977,12,31,,,,348,"ts, hil",0
233,1979,1992,700,137,2,1134,2,Afghanistan,United States,Jamiyyat-i Islami-yi Afghanistan ,0,0,,,,,0,0,,,,,1,Early 1980s,1982,"""An Intelligence Assessment, July 1982""",,"Shellings of Pakistani border stations, etc.",0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
234,1980,1988,700,137,2,1135,2,Afghanistan,United States,Harakat-i Inqilab-i Islami-yi Afghanistan,0,0,,,,,0,0,,,,,1,Early 1980s,1982,"""An Intelligence Assessment, July 1982""",,"Shellings of Pakistani border stations, etc.",0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
235,1980,1991,700,137,2,1136,2,Afghanistan,United States,Hizb-i Islami-yi Afghanistan - Khalis faction,0,0,,,,,0,0,,,,,1,Early 1980s,1982,"""An Intelligence Assessment, July 1982""",,"Shellings of Pakistani border stations, etc.",0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
236,1980,1988,700,137,2,1137,2,Afghanistan,United States,Jabha-yi Nijat-i Milli-yi Afghanistan,0,0,,,,,0,0,,,,,1,Early 1980s,1982,"""An Intelligence Assessment, July 1982""",,"Shellings of Pakistani border stations, etc.",0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
237,1980,1989,700,137,2,1138,2,Afghanistan,United States,Mahaz-i Milli-yi Islami-yi Afghanistan,0,0,,,,,0,0,,,,,1,Early 1980s,1982,"""An Intelligence Assessment, July 1982""",,"Shellings of Pakistani border stations, etc.",0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
238,1981,1988,700,137,2,1139,2,Afghanistan,United States,Ittihad-i Islami Bara-yi Azadi-yi Afghanistan,0,0,,,,,0,0,,,,,1,Early 1980s,1982,"""An Intelligence Assessment, July 1982""",,"Shellings of Pakistani border stations, etc.",0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
239,1980,1992,700,137,2,1141,2,Afghanistan,United States,Hizb-i Islami-yi Afghanistan,0,0,,,,,0,0,,,,,1,Early 1980s,1982,"""An Intelligence Assessment, July 1982""",,"Shellings of Pakistani border stations, etc.",0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
240,2001,2001,700,137,2,1147,3,Afghanistan,United States,UIFSA,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
241,2001,2001,700,137,20,1147,3,Afghanistan,Canada,UIFSA,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
242,1985,1988,700,137,200,1134,2,Afghanistan,United Kingdom,Jamiyyat-i Islami-yi Afghanistan ,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
243,1985,1988,700,137,200,1135,2,Afghanistan,United Kingdom,Harakat-i Inqilab-i Islami-yi Afghanistan,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
244,1985,1988,700,137,200,1136,2,Afghanistan,United Kingdom,Hizb-i Islami-yi Afghanistan - Khalis faction,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
245,1985,1988,700,137,200,1137,2,Afghanistan,United Kingdom,Jabha-yi Nijat-i Milli-yi Afghanistan,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,0,0,,,,,1975-12-31,1978-04-27,,1975,12,31,1978,4,27,,,,,hil,0
